Date,Product Name,Category,Sales Units,Sales Revenue,Stock Level,Price,Promotion,Economic Indicator,Weather,Competitor Price,Website Traffic,Holiday Season,Lead Time Days,Event Impact,Returns,Demand Forecast,Seasonality
7/6/2024,Cozy Winter Jacket,Clothing,122,"$3,660",91,$30,Yes,78,Sunny,$33.20,809,Yes,6,New Year Event,4,149,Winter
7/7/2024,Cozy Winter Jacket,Clothing,151,"$4,530",278,$30,No,80,Snowy,$26.73,1093,No,2,None,1,126,Winter
7/8/2024,Cozy Winter Jacket,Clothing,148,"$4,440",136,$30,Yes,79,Rainy,$33.37,1172,Yes,4,Black Friday,0,144,Winter
7/9/2024,Cozy Winter Jacket,Clothing,107,"$3,210",91,$30,No,80,Rainy,$26.85,1224,No,7,New Year Event,1,159,Winter
7/10/2024,Cozy Winter Jacket,Clothing,125,"$3,750",103,$30,Yes,80,Sunny,$27.49,885,Yes,6,New Year Event,3,163,Winter
7/11/2024,Cozy Winter Jacket,Clothing,134,"$4,020",144,$30,No,72,Cloudy,$34.15,1261,Yes,1,New Year Event,4,126,Winter
7/12/2024,Cozy Winter Jacket,Clothing,124,"$3,720",66,$30,No,72,Cloudy,$34.71,1114,Yes,5,Holiday Sale,0,142,Winter
7/13/2024,Cozy Winter Jacket,Clothing,145,"$4,350",99,$30,No,75,Rainy,$32.97,1095,Yes,3,None,5,145,Winter
7/14/2024,Cozy Winter Jacket,Clothing,158,"$4,740",202,$30,No,70,Rainy,$32.30,1251,Yes,7,New Year Event,3,158,Winter
7/15/2024,Cozy Winter Jacket,Clothing,114,"$3,420",193,$30,No,77,Snowy,$32.07,1264,No,5,Black Friday,3,150,Winter
7/16/2024,Cozy Winter Jacket,Clothing,117,"$3,510",138,$30,Yes,76,Rainy,$34.33,865,Yes,5,Black Friday,2,143,Winter
7/17/2024,Cozy Winter Jacket,Clothing,115,"$3,450",199,$30,Yes,73,Cloudy,$29.63,1222,Yes,3,Black Friday,0,136,Winter
7/18/2024,Cozy Winter Jacket,Clothing,117,"$3,510",16,$30,No,72,Rainy,$28.82,1032,Yes,4,New Year Event,4,131,Winter
7/19/2024,Cozy Winter Jacket,Clothing,138,"$4,140",4,$30,Yes,73,Sunny,$32.92,855,Yes,4,Black Friday,5,150,Winter
7/20/2024,Cozy Winter Jacket,Clothing,124,"$3,720",128,$30,Yes,70,Sunny,$27.25,1037,No,1,None,0,149,Winter
7/21/2024,Cozy Winter Jacket,Clothing,121,"$3,630",50,$30,Yes,74,Rainy,$30.11,1009,Yes,6,None,5,137,Winter
7/22/2024,Cozy Winter Jacket,Clothing,155,"$4,650",264,$30,No,73,Rainy,$32.37,852,No,4,Black Friday,1,148,Winter
7/23/2024,Cozy Winter Jacket,Clothing,137,"$4,110",210,$30,No,75,Rainy,$34.41,1244,No,6,Holiday Sale,3,164,Winter
7/24/2024,Cozy Winter Jacket,Clothing,113,"$3,390",224,$30,No,79,Snowy,$26.00,912,Yes,3,Black Friday,5,156,Winter
7/25/2024,Cozy Winter Jacket,Clothing,109,"$3,270",231,$30,No,72,Rainy,$34.14,1005,Yes,7,Black Friday,0,147,Winter
7/26/2024,Cozy Winter Jacket,Clothing,122,"$3,660",181,$30,Yes,72,Cloudy,$29.43,801,Yes,7,Black Friday,5,132,Winter
7/27/2024,Cozy Winter Jacket,Clothing,126,"$3,780",63,$30,No,76,Cloudy,$30.67,916,No,1,Black Friday,1,143,Winter
7/28/2024,Cozy Winter Jacket,Clothing,141,"$4,230",1,$30,No,79,Snowy,$33.20,1116,Yes,7,None,4,173,Winter
7/29/2024,Cozy Winter Jacket,Clothing,130,"$3,900",277,$30,No,76,Snowy,$28.16,926,Yes,3,None,1,141,Winter
7/30/2024,Cozy Winter Jacket,Clothing,158,"$4,740",46,$30,No,75,Snowy,$27.87,977,Yes,6,New Year Event,1,137,Winter
7/31/2024,Cozy Winter Jacket,Clothing,104,"$3,120",300,$30,Yes,71,Cloudy,$28.81,905,No,5,None,5,147,Winter
8/1/2024,Cozy Winter Jacket,Clothing,105,"$3,150",272,$30,Yes,74,Snowy,$27.12,845,No,3,Holiday Sale,2,175,Winter
8/2/2024,Cozy Winter Jacket,Clothing,141,"$4,230",40,$30,Yes,77,Cloudy,$28.19,1084,Yes,1,Black Friday,3,149,Winter
8/3/2024,Cozy Winter Jacket,Clothing,107,"$3,210",207,$30,Yes,77,Snowy,$26.50,1247,Yes,7,New Year Event,5,158,Winter
8/4/2024,Cozy Winter Jacket,Clothing,149,"$4,470",80,$30,Yes,70,Rainy,$27.11,1173,No,3,Holiday Sale,4,154,Winter
8/5/2024,Cozy Winter Jacket,Clothing,106,"$3,180",246,$30,Yes,76,Sunny,$31.88,806,No,1,New Year Event,5,153,Winter
8/6/2024,Cozy Winter Jacket,Clothing,112,"$3,360",280,$30,No,76,Sunny,$31.43,1146,No,2,None,0,149,Winter
8/7/2024,Cozy Winter Jacket,Clothing,108,"$3,240",30,$30,No,78,Sunny,$32.88,972,No,6,Holiday Sale,3,136,Winter
8/8/2024,Cozy Winter Jacket,Clothing,120,"$3,600",189,$30,Yes,71,Cloudy,$29.45,1278,No,1,New Year Event,0,142,Winter
8/9/2024,Cozy Winter Jacket,Clothing,112,"$3,360",92,$30,Yes,78,Snowy,$30.07,958,No,3,None,4,153,Winter
8/10/2024,Cozy Winter Jacket,Clothing,121,"$3,630",136,$30,No,74,Rainy,$34.40,1218,No,5,New Year Event,4,126,Winter
8/11/2024,Cozy Winter Jacket,Clothing,141,"$4,230",135,$30,Yes,76,Sunny,$31.46,1243,Yes,1,None,0,175,Winter
8/12/2024,Cozy Winter Jacket,Clothing,100,"$3,000",208,$30,No,80,Rainy,$33.29,1283,Yes,5,New Year Event,3,160,Winter
8/13/2024,Cozy Winter Jacket,Clothing,125,"$3,750",272,$30,No,77,Snowy,$28.11,1148,No,6,New Year Event,0,165,Winter
8/14/2024,Cozy Winter Jacket,Clothing,109,"$3,270",218,$30,Yes,73,Rainy,$29.82,817,No,5,None,0,129,Winter
8/15/2024,Cozy Winter Jacket,Clothing,135,"$4,050",35,$30,Yes,72,Cloudy,$30.01,1080,Yes,1,New Year Event,5,162,Winter
8/16/2024,Cozy Winter Jacket,Clothing,125,"$3,750",223,$30,No,80,Cloudy,$33.06,1049,No,4,Holiday Sale,2,163,Winter
8/17/2024,Cozy Winter Jacket,Clothing,113,"$3,390",118,$30,No,78,Snowy,$32.53,1023,Yes,3,None,2,147,Winter
8/18/2024,Cozy Winter Jacket,Clothing,151,"$4,530",62,$30,Yes,72,Snowy,$27.06,1073,No,5,Black Friday,5,172,Winter
8/19/2024,Cozy Winter Jacket,Clothing,139,"$4,170",165,$30,Yes,75,Cloudy,$27.33,1220,Yes,6,None,4,152,Winter
8/20/2024,Cozy Winter Jacket,Clothing,111,"$3,330",175,$30,Yes,71,Snowy,$25.04,1280,No,6,Holiday Sale,0,145,Winter
8/21/2024,Cozy Winter Jacket,Clothing,140,"$4,200",224,$30,Yes,76,Snowy,$30.55,1044,Yes,4,Black Friday,0,139,Winter
8/22/2024,Cozy Winter Jacket,Clothing,113,"$3,390",215,$30,Yes,77,Snowy,$25.07,1291,No,3,Black Friday,3,161,Winter
8/23/2024,Cozy Winter Jacket,Clothing,145,"$4,350",63,$30,Yes,75,Snowy,$30.51,820,No,1,New Year Event,5,165,Winter
8/24/2024,Cozy Winter Jacket,Clothing,148,"$4,440",40,$30,No,72,Cloudy,$32.58,1043,Yes,2,Black Friday,4,125,Winter
8/25/2024,Cozy Winter Jacket,Clothing,102,"$3,060",241,$30,Yes,75,Sunny,$34.84,1138,No,1,Black Friday,4,128,Winter
8/26/2024,Cozy Winter Jacket,Clothing,104,"$3,120",173,$30,No,72,Rainy,$34.41,1283,Yes,2,New Year Event,1,160,Winter
8/27/2024,Cozy Winter Jacket,Clothing,107,"$3,210",254,$30,No,80,Sunny,$29.95,939,Yes,3,Black Friday,3,155,Winter
8/28/2024,Cozy Winter Jacket,Clothing,123,"$3,690",169,$30,Yes,73,Cloudy,$30.58,1007,Yes,5,None,0,153,Winter
8/29/2024,Cozy Winter Jacket,Clothing,102,"$3,060",59,$30,No,78,Rainy,$34.24,987,No,2,Holiday Sale,4,129,Winter
8/30/2024,Cozy Winter Jacket,Clothing,152,"$4,560",168,$30,Yes,80,Snowy,$27.28,1225,Yes,2,New Year Event,4,162,Winter
8/31/2024,Cozy Winter Jacket,Clothing,107,"$3,210",78,$30,Yes,74,Sunny,$30.77,1112,Yes,6,Holiday Sale,1,147,Winter
9/1/2024,Cozy Winter Jacket,Clothing,156,"$4,680",6,$30,Yes,70,Snowy,$29.44,988,No,4,Holiday Sale,3,168,Winter
9/2/2024,Cozy Winter Jacket,Clothing,118,"$3,540",230,$30,Yes,73,Rainy,$27.73,1191,Yes,3,None,0,130,Winter
9/3/2024,Cozy Winter Jacket,Clothing,116,"$3,480",58,$30,Yes,71,Cloudy,$29.03,1190,Yes,1,None,3,164,Winter
9/4/2024,Cozy Winter Jacket,Clothing,157,"$4,710",259,$30,Yes,74,Sunny,$27.42,1261,Yes,5,Holiday Sale,1,155,Winter
9/5/2024,Cozy Winter Jacket,Clothing,108,"$3,240",163,$30,Yes,75,Snowy,$32.17,1016,No,1,Black Friday,2,164,Winter
9/6/2024,Cozy Winter Jacket,Clothing,148,"$4,440",70,$30,No,80,Snowy,$30.58,919,No,5,New Year Event,3,131,Winter
9/7/2024,Cozy Winter Jacket,Clothing,109,"$3,270",256,$30,No,79,Rainy,$32.16,856,No,5,None,2,152,Winter
9/8/2024,Cozy Winter Jacket,Clothing,141,"$4,230",224,$30,No,80,Cloudy,$26.73,1164,No,5,None,4,173,Winter
9/9/2024,Cozy Winter Jacket,Clothing,159,"$4,770",130,$30,Yes,79,Rainy,$26.71,898,No,2,Holiday Sale,2,139,Winter
9/10/2024,Cozy Winter Jacket,Clothing,149,"$4,470",186,$30,Yes,77,Rainy,$33.29,1291,No,6,Black Friday,0,174,Winter
9/11/2024,Cozy Winter Jacket,Clothing,111,"$3,330",246,$30,No,78,Sunny,$31.76,978,No,7,Holiday Sale,4,128,Winter
9/12/2024,Cozy Winter Jacket,Clothing,119,"$3,570",223,$30,Yes,78,Rainy,$32.66,968,No,7,None,1,130,Winter
9/13/2024,Cozy Winter Jacket,Clothing,116,"$3,480",173,$30,No,78,Rainy,$31.19,1017,No,6,New Year Event,5,168,Winter
9/14/2024,Cozy Winter Jacket,Clothing,121,"$3,630",48,$30,No,80,Cloudy,$34.57,1250,No,1,Black Friday,0,161,Winter
9/15/2024,Cozy Winter Jacket,Clothing,104,"$3,120",196,$30,No,76,Sunny,$30.25,989,No,2,Black Friday,2,158,Winter
9/16/2024,Cozy Winter Jacket,Clothing,127,"$3,810",199,$30,No,79,Cloudy,$29.14,857,No,7,New Year Event,5,173,Winter
9/17/2024,Cozy Winter Jacket,Clothing,133,"$3,990",15,$30,Yes,80,Rainy,$34.29,1154,No,1,Black Friday,2,166,Winter
9/18/2024,Cozy Winter Jacket,Clothing,118,"$3,540",12,$30,No,71,Cloudy,$30.89,1040,No,6,None,2,143,Winter
9/19/2024,Cozy Winter Jacket,Clothing,143,"$4,290",236,$30,No,80,Cloudy,$32.63,1060,No,6,Black Friday,4,159,Winter
9/20/2024,Cozy Winter Jacket,Clothing,141,"$4,230",161,$30,No,73,Rainy,$32.51,994,Yes,5,None,2,158,Winter
9/21/2024,Cozy Winter Jacket,Clothing,147,"$4,410",10,$30,Yes,78,Rainy,$33.78,920,Yes,5,Holiday Sale,0,150,Winter
9/22/2024,Cozy Winter Jacket,Clothing,156,"$4,680",224,$30,No,74,Sunny,$25.53,1159,Yes,2,New Year Event,2,134,Winter
9/23/2024,Cozy Winter Jacket,Clothing,143,"$4,290",25,$30,No,77,Rainy,$25.31,1087,No,4,New Year Event,5,147,Winter
9/24/2024,Cozy Winter Jacket,Clothing,154,"$4,620",156,$30,No,75,Cloudy,$31.29,820,Yes,4,Holiday Sale,4,153,Winter
9/25/2024,Cozy Winter Jacket,Clothing,155,"$4,650",286,$30,No,73,Cloudy,$29.41,1204,Yes,3,None,5,138,Winter
9/26/2024,Cozy Winter Jacket,Clothing,130,"$3,900",279,$30,Yes,80,Sunny,$30.45,941,Yes,5,Black Friday,4,130,Winter
9/27/2024,Cozy Winter Jacket,Clothing,117,"$3,510",300,$30,Yes,72,Sunny,$31.52,1043,No,1,New Year Event,2,174,Winter
9/28/2024,Cozy Winter Jacket,Clothing,144,"$4,320",49,$30,Yes,71,Rainy,$33.51,978,Yes,6,None,5,170,Winter
9/29/2024,Cozy Winter Jacket,Clothing,144,"$4,320",213,$30,No,72,Cloudy,$31.26,1181,Yes,3,Black Friday,0,132,Winter
9/30/2024,Cozy Winter Jacket,Clothing,150,"$4,500",235,$30,No,75,Rainy,$25.09,1016,No,7,None,3,143,Winter
10/1/2024,Cozy Winter Jacket,Clothing,159,"$4,770",140,$30,No,73,Rainy,$26.71,818,Yes,3,Black Friday,4,127,Winter
10/2/2024,Cozy Winter Jacket,Clothing,144,"$4,320",164,$30,Yes,74,Cloudy,$33.14,1272,No,1,Black Friday,5,151,Winter
10/3/2024,Cozy Winter Jacket,Clothing,104,"$3,120",246,$30,No,76,Cloudy,$26.19,1272,No,1,Holiday Sale,3,163,Winter
10/4/2024,Cozy Winter Jacket,Clothing,111,"$3,330",198,$30,No,72,Sunny,$31.99,1055,Yes,2,Holiday Sale,2,147,Winter
10/5/2024,Cozy Winter Jacket,Clothing,155,"$4,650",43,$30,Yes,73,Sunny,$27.82,1128,No,5,Black Friday,1,152,Winter
10/6/2024,Cozy Winter Jacket,Clothing,135,"$4,050",244,$30,Yes,71,Sunny,$27.02,918,Yes,4,Black Friday,4,152,Winter
10/7/2024,Cozy Winter Jacket,Clothing,136,"$4,080",101,$30,Yes,75,Sunny,$26.10,1159,No,4,Black Friday,1,128,Winter
10/8/2024,Cozy Winter Jacket,Clothing,126,"$3,780",246,$30,Yes,78,Snowy,$28.97,1096,No,5,Holiday Sale,2,154,Winter
10/9/2024,Cozy Winter Jacket,Clothing,145,"$4,350",83,$30,No,76,Sunny,$25.34,828,Yes,5,Black Friday,3,163,Winter
10/10/2024,Cozy Winter Jacket,Clothing,118,"$3,540",201,$30,Yes,77,Sunny,$33.78,1266,No,3,None,4,161,Winter
10/11/2024,Cozy Winter Jacket,Clothing,154,"$4,620",127,$30,Yes,75,Sunny,$35.00,934,Yes,4,New Year Event,0,147,Winter
10/12/2024,Cozy Winter Jacket,Clothing,113,"$3,390",239,$30,No,74,Cloudy,$27.72,1091,No,7,Holiday Sale,5,158,Winter
10/13/2024,Cozy Winter Jacket,Clothing,132,"$3,960",136,$30,Yes,70,Snowy,$25.74,1063,No,1,Holiday Sale,2,171,Winter
10/14/2024,Cozy Winter Jacket,Clothing,153,"$4,590",145,$30,Yes,71,Rainy,$28.79,1173,Yes,5,None,5,163,Winter
10/15/2024,Cozy Winter Jacket,Clothing,147,"$4,410",128,$30,Yes,79,Sunny,$25.01,908,No,4,Black Friday,4,130,Winter
10/16/2024,Cozy Winter Jacket,Clothing,109,"$3,270",0,$30,Yes,76,Snowy,$27.61,941,Yes,1,Holiday Sale,0,130,Winter
10/17/2024,Cozy Winter Jacket,Clothing,113,"$3,390",9,$30,Yes,72,Cloudy,$32.77,864,Yes,7,Holiday Sale,3,168,Winter
10/18/2024,Cozy Winter Jacket,Clothing,121,"$3,630",213,$30,No,72,Sunny,$26.12,1267,Yes,2,New Year Event,4,166,Winter
10/19/2024,Cozy Winter Jacket,Clothing,107,"$3,210",122,$30,No,70,Snowy,$33.50,1160,Yes,1,New Year Event,3,142,Winter
10/20/2024,Cozy Winter Jacket,Clothing,127,"$3,810",27,$30,No,70,Sunny,$34.52,852,No,5,Black Friday,5,168,Winter
10/21/2024,Cozy Winter Jacket,Clothing,151,"$4,530",248,$30,No,78,Rainy,$28.51,833,No,6,None,0,170,Winter
10/22/2024,Cozy Winter Jacket,Clothing,125,"$3,750",262,$30,Yes,70,Sunny,$27.78,1274,No,6,New Year Event,5,170,Winter
10/23/2024,Cozy Winter Jacket,Clothing,154,"$4,620",236,$30,Yes,74,Cloudy,$25.93,1093,Yes,6,None,3,138,Winter
10/24/2024,Cozy Winter Jacket,Clothing,149,"$4,470",259,$30,No,79,Snowy,$34.67,1046,No,1,New Year Event,5,133,Winter
10/25/2024,Cozy Winter Jacket,Clothing,122,"$3,660",125,$30,No,70,Cloudy,$30.29,1060,No,1,Black Friday,3,125,Winter
10/26/2024,Cozy Winter Jacket,Clothing,126,"$3,780",226,$30,Yes,74,Rainy,$34.91,1154,Yes,2,New Year Event,1,155,Winter
10/27/2024,Cozy Winter Jacket,Clothing,109,"$3,270",176,$30,Yes,73,Snowy,$30.58,907,No,7,Holiday Sale,5,144,Winter
10/28/2024,Cozy Winter Jacket,Clothing,135,"$4,050",9,$30,Yes,71,Rainy,$31.64,1167,Yes,3,None,4,144,Winter
10/29/2024,Cozy Winter Jacket,Clothing,135,"$4,050",109,$30,Yes,74,Rainy,$31.76,1233,Yes,5,Holiday Sale,3,143,Winter
10/30/2024,Cozy Winter Jacket,Clothing,131,"$3,930",166,$30,No,77,Snowy,$31.19,1138,Yes,5,Black Friday,2,148,Winter
10/31/2024,Cozy Winter Jacket,Clothing,130,"$3,900",154,$30,Yes,73,Snowy,$34.18,894,No,1,New Year Event,5,133,Winter
11/1/2024,Cozy Winter Jacket,Clothing,151,"$4,530",74,$30,Yes,71,Snowy,$33.22,828,Yes,7,Holiday Sale,4,132,Winter
11/2/2024,Cozy Winter Jacket,Clothing,109,"$3,270",167,$30,No,79,Sunny,$30.82,878,Yes,4,Black Friday,4,128,Winter
11/3/2024,Cozy Winter Jacket,Clothing,128,"$3,840",183,$30,No,79,Snowy,$26.69,944,No,6,None,4,128,Winter
11/4/2024,Cozy Winter Jacket,Clothing,155,"$4,650",5,$30,Yes,76,Sunny,$34.37,1056,No,5,Black Friday,0,127,Winter
11/5/2024,Cozy Winter Jacket,Clothing,140,"$4,200",43,$30,Yes,76,Rainy,$26.89,1236,No,6,Holiday Sale,4,167,Winter
11/6/2024,Cozy Winter Jacket,Clothing,109,"$3,270",174,$30,Yes,76,Sunny,$33.25,1235,Yes,7,Black Friday,1,153,Winter
11/7/2024,Cozy Winter Jacket,Clothing,114,"$3,420",177,$30,Yes,76,Sunny,$30.03,914,No,3,Black Friday,2,129,Winter
11/8/2024,Cozy Winter Jacket,Clothing,128,"$3,840",30,$30,Yes,75,Rainy,$30.88,1288,No,4,Black Friday,5,129,Winter
11/9/2024,Cozy Winter Jacket,Clothing,122,"$3,660",183,$30,No,72,Cloudy,$26.33,1128,No,3,Holiday Sale,5,156,Winter
11/10/2024,Cozy Winter Jacket,Clothing,151,"$4,530",250,$30,No,76,Rainy,$33.66,974,Yes,5,New Year Event,3,175,Winter
11/11/2024,Cozy Winter Jacket,Clothing,155,"$4,650",187,$30,Yes,75,Rainy,$26.38,1130,Yes,6,Holiday Sale,1,141,Winter
11/12/2024,Cozy Winter Jacket,Clothing,129,"$3,870",81,$30,No,78,Cloudy,$31.26,930,No,2,New Year Event,3,157,Winter
11/13/2024,Cozy Winter Jacket,Clothing,125,"$3,750",287,$30,No,76,Sunny,$32.40,1254,Yes,7,Holiday Sale,5,162,Winter
11/14/2024,Cozy Winter Jacket,Clothing,107,"$3,210",60,$30,No,70,Snowy,$29.05,1173,No,1,None,4,172,Winter
11/15/2024,Cozy Winter Jacket,Clothing,139,"$4,170",70,$30,Yes,79,Cloudy,$29.82,1005,Yes,2,Holiday Sale,5,125,Winter
11/16/2024,Cozy Winter Jacket,Clothing,114,"$3,420",97,$30,Yes,80,Rainy,$33.89,1256,Yes,2,New Year Event,5,167,Winter
11/17/2024,Cozy Winter Jacket,Clothing,153,"$4,590",66,$30,Yes,78,Sunny,$30.61,953,No,2,None,4,135,Winter
11/18/2024,Cozy Winter Jacket,Clothing,128,"$3,840",72,$30,Yes,78,Rainy,$34.27,952,Yes,2,Black Friday,1,146,Winter
11/19/2024,Cozy Winter Jacket,Clothing,120,"$3,600",151,$30,No,79,Rainy,$29.18,1077,No,5,Holiday Sale,5,171,Winter
11/20/2024,Cozy Winter Jacket,Clothing,135,"$4,050",141,$30,Yes,70,Sunny,$28.39,1141,Yes,3,Holiday Sale,0,146,Winter
11/21/2024,Cozy Winter Jacket,Clothing,141,"$4,230",129,$30,Yes,76,Snowy,$30.68,1171,No,7,None,5,149,Winter
11/22/2024,Cozy Winter Jacket,Clothing,107,"$3,210",121,$30,Yes,76,Snowy,$31.85,861,No,2,New Year Event,2,131,Winter
11/23/2024,Cozy Winter Jacket,Clothing,128,"$3,840",245,$30,Yes,72,Sunny,$27.93,1054,No,1,Holiday Sale,2,157,Winter
11/24/2024,Cozy Winter Jacket,Clothing,111,"$3,330",268,$30,Yes,71,Cloudy,$30.55,1277,No,1,None,3,159,Winter
11/25/2024,Cozy Winter Jacket,Clothing,138,"$4,140",240,$30,Yes,80,Snowy,$29.05,1152,No,7,Black Friday,1,171,Winter
11/26/2024,Cozy Winter Jacket,Clothing,106,"$3,180",146,$30,No,71,Sunny,$25.66,981,Yes,2,None,5,139,Winter
11/27/2024,Cozy Winter Jacket,Clothing,138,"$4,140",12,$30,Yes,74,Snowy,$27.17,1106,Yes,2,None,0,146,Winter
11/28/2024,Cozy Winter Jacket,Clothing,153,"$4,590",134,$30,No,77,Sunny,$32.57,881,Yes,2,None,3,150,Winter
11/29/2024,Cozy Winter Jacket,Clothing,141,"$4,230",184,$30,Yes,71,Snowy,$27.96,858,No,5,Holiday Sale,2,156,Winter
11/30/2024,Cozy Winter Jacket,Clothing,125,"$3,750",207,$30,No,80,Rainy,$32.77,831,No,5,Holiday Sale,5,126,Winter
12/1/2024,Cozy Winter Jacket,Clothing,145,"$4,350",279,$30,Yes,76,Snowy,$33.74,1090,Yes,3,None,2,153,Winter
12/2/2024,Cozy Winter Jacket,Clothing,103,"$3,090",194,$30,Yes,76,Sunny,$25.94,803,Yes,6,Holiday Sale,4,154,Winter
12/3/2024,Cozy Winter Jacket,Clothing,100,"$3,000",284,$30,No,79,Snowy,$25.36,1102,No,2,Holiday Sale,2,135,Winter
12/4/2024,Cozy Winter Jacket,Clothing,131,"$3,930",245,$30,No,75,Rainy,$30.67,955,No,5,Holiday Sale,1,138,Winter
12/5/2024,Cozy Winter Jacket,Clothing,140,"$4,200",65,$30,No,80,Rainy,$34.32,1257,Yes,4,New Year Event,1,160,Winter
12/6/2024,Cozy Winter Jacket,Clothing,114,"$3,420",226,$30,No,76,Cloudy,$25.15,1130,No,7,New Year Event,1,157,Winter
12/7/2024,Cozy Winter Jacket,Clothing,114,"$3,420",47,$30,Yes,75,Sunny,$25.13,1226,No,7,New Year Event,2,129,Winter
12/8/2024,Cozy Winter Jacket,Clothing,134,"$4,020",2,$30,No,71,Cloudy,$32.95,1248,Yes,7,New Year Event,2,152,Winter
12/9/2024,Cozy Winter Jacket,Clothing,147,"$4,410",40,$30,Yes,74,Cloudy,$30.30,1045,Yes,6,Holiday Sale,2,130,Winter
12/10/2024,Cozy Winter Jacket,Clothing,146,"$4,380",172,$30,Yes,71,Cloudy,$26.51,1093,No,7,New Year Event,2,128,Winter
12/11/2024,Cozy Winter Jacket,Clothing,135,"$4,050",192,$30,Yes,78,Sunny,$30.17,955,No,6,Black Friday,1,146,Winter
12/12/2024,Cozy Winter Jacket,Clothing,103,"$3,090",109,$30,No,78,Sunny,$25.97,1245,No,3,Holiday Sale,2,175,Winter
12/13/2024,Cozy Winter Jacket,Clothing,104,"$3,120",74,$30,No,70,Cloudy,$32.37,1024,No,7,Holiday Sale,3,142,Winter
12/14/2024,Cozy Winter Jacket,Clothing,116,"$3,480",41,$30,No,76,Cloudy,$33.83,930,No,6,New Year Event,4,172,Winter
12/15/2024,Cozy Winter Jacket,Clothing,141,"$4,230",190,$30,No,79,Cloudy,$31.40,1223,Yes,3,Holiday Sale,2,153,Winter
12/16/2024,Cozy Winter Jacket,Clothing,124,"$3,720",94,$30,No,73,Sunny,$34.18,1084,No,2,New Year Event,2,130,Winter
12/17/2024,Cozy Winter Jacket,Clothing,135,"$4,050",47,$30,Yes,79,Rainy,$30.02,907,Yes,1,None,1,148,Winter
12/18/2024,Cozy Winter Jacket,Clothing,141,"$4,230",297,$30,No,75,Cloudy,$28.06,1038,No,7,Black Friday,2,151,Winter
12/19/2024,Cozy Winter Jacket,Clothing,157,"$4,710",136,$30,No,80,Cloudy,$26.70,1098,No,5,Holiday Sale,4,126,Winter
12/20/2024,Cozy Winter Jacket,Clothing,112,"$3,360",212,$30,No,70,Rainy,$25.20,1028,No,7,Holiday Sale,1,138,Winter
12/21/2024,Cozy Winter Jacket,Clothing,134,"$4,020",277,$30,Yes,74,Rainy,$31.29,1037,Yes,4,None,5,161,Winter
12/22/2024,Cozy Winter Jacket,Clothing,128,"$3,840",232,$30,No,79,Rainy,$27.17,816,Yes,5,Holiday Sale,2,159,Winter
12/23/2024,Cozy Winter Jacket,Clothing,124,"$3,720",174,$30,Yes,70,Snowy,$26.74,959,No,4,Black Friday,1,155,Winter
12/24/2024,Cozy Winter Jacket,Clothing,157,"$4,710",146,$30,No,75,Cloudy,$27.20,936,No,3,Black Friday,5,131,Winter
12/25/2024,Cozy Winter Jacket,Clothing,140,"$4,200",7,$30,Yes,80,Snowy,$34.92,879,No,1,New Year Event,5,170,Winter
12/26/2024,Cozy Winter Jacket,Clothing,107,"$3,210",284,$30,No,72,Rainy,$26.70,811,Yes,5,None,3,168,Winter
12/27/2024,Cozy Winter Jacket,Clothing,132,"$3,960",151,$30,Yes,78,Sunny,$27.77,1179,No,1,None,4,153,Winter
12/28/2024,Cozy Winter Jacket,Clothing,148,"$4,440",194,$30,No,70,Rainy,$28.34,1030,Yes,2,None,4,164,Winter
12/29/2024,Cozy Winter Jacket,Clothing,145,"$4,350",252,$30,No,73,Sunny,$32.18,876,No,5,None,3,157,Winter
12/30/2024,Cozy Winter Jacket,Clothing,160,"$4,800",287,$30,No,73,Cloudy,$28.19,1206,Yes,6,Holiday Sale,3,149,Winter
12/31/2024,Cozy Winter Jacket,Clothing,109,"$3,270",134,$30,Yes,73,Snowy,$25.15,1108,Yes,7,New Year Event,5,146,Winter
1/1/2025,Cozy Winter Jacket,Clothing,112,"$3,360",60,$30,Yes,71,Cloudy,$33.01,956,Yes,2,New Year Event,4,165,Winter
1/2/2025,Cozy Winter Jacket,Clothing,105,"$3,150",137,$30,Yes,79,Sunny,$25.35,1133,Yes,7,Holiday Sale,3,136,Winter
1/3/2025,Cozy Winter Jacket,Clothing,124,"$3,720",178,$30,No,77,Sunny,$27.73,883,Yes,1,Holiday Sale,4,158,Winter
1/4/2025,Cozy Winter Jacket,Clothing,153,"$4,590",122,$30,Yes,73,Rainy,$32.53,1219,Yes,4,Black Friday,4,163,Winter
1/5/2025,Cozy Winter Jacket,Clothing,100,"$3,000",141,$30,No,73,Sunny,$25.11,1252,Yes,6,Holiday Sale,1,154,Winter
1/6/2025,Cozy Winter Jacket,Clothing,160,"$4,800",112,$30,Yes,77,Snowy,$29.21,958,No,6,New Year Event,0,142,Winter
1/7/2025,Cozy Winter Jacket,Clothing,139,"$4,170",72,$30,Yes,76,Sunny,$25.37,1180,Yes,6,Black Friday,4,133,Winter
1/8/2025,Cozy Winter Jacket,Clothing,136,"$4,080",90,$30,Yes,78,Sunny,$30.96,953,No,1,None,2,143,Winter
1/9/2025,Cozy Winter Jacket,Clothing,122,"$3,660",202,$30,No,76,Rainy,$30.44,816,Yes,1,None,5,146,Winter
1/10/2025,Cozy Winter Jacket,Clothing,155,"$4,650",90,$30,No,80,Rainy,$31.95,1187,No,2,None,3,154,Winter
